sample,cosine_similarity,reconstruction_error
TCGA-44-6777-01A-11D-1855-08,0.9685996338594186,53.139049594815255
TCGA-44-6778-01A-11D-1855-08,0.9712323707410663,60.96604284082391
TCGA-44-7659-01A-11D-2063-08,0.8439885786997099,24.519809115727938
TCGA-44-7660-01A-11D-2063-08,0.9520639868758267,46.335455330190385
TCGA-44-7661-01A-11D-2063-08,0.9233012278409156,36.76481887160703
TCGA-44-7662-01A-11D-2063-08,0.9813331225228424,85.46156361560723
TCGA-44-7667-01A-31D-2063-08,0.9671721342007401,70.16957071907926
TCGA-44-7669-01A-21D-2063-08,0.9644498798761624,68.359792188282
TCGA-44-7670-01A-11D-2063-08,0.9755907020551347,168.9845445693308
TCGA-44-7671-01A-11D-2063-08,0.9223931565401683,34.56202068642076
TCGA-44-7672-01A-11D-2063-08,0.9034097482522261,24.71521300027468
TCGA-44-8117-01A-11D-2238-08,0.9829272995343419,120.47992766188858
TCGA-44-8119-01A-11D-2238-08,0.9698717120464899,92.90685068083606
TCGA-44-8120-01A-11D-2238-08,0.9708046411253599,100.1514230231301
TCGA-44-A479-01A-31D-A24D-08,0.9638113146507014,47.34262540163734
TCGA-44-A47A-01A-21D-A24D-08,0.9605021922873359,35.143711737857714
TCGA-44-A4SS-01A-11D-A24P-08,0.9614511030233581,67.6422751033311
TCGA-44-A4SU-01A-11D-A24P-08,0.9174205042032261,20.56123335134109
TCGA-49-4486-01A-01D-1265-08,0.9633303721775653,32.14651871756804
TCGA-49-4487-01A-21D-1855-08,0.9593030837469974,52.78653507656804
TCGA-49-4488-01A-01D-1753-08,0.9651122488475916,43.736706072617665
TCGA-49-4494-01A-01D-1265-08,0.9120104979612074,32.55988977501574
TCGA-49-4505-01A-01D-1931-08,0.9432513734597314,33.25688654801069
TCGA-49-4506-01A-01D-1265-08,0.8636776608818887,18.402829050443778
TCGA-49-4507-01A-01D-1265-08,0.9304072409701362,30.052387225715727
TCGA-49-4514-01A-21D-1855-08,0.9744378223657758,56.169334203519334
TCGA-49-6742-01A-11D-1855-08,0.9639803842743129,60.10664762094961
TCGA-49-6743-01A-11D-1855-08,0.9770843843119066,118.91428581626306
TCGA-49-6744-01A-11D-1855-08,0.9374626349222377,32.63394728625079
TCGA-49-6745-01A-11D-1855-08,0.9608027052386305,31.137864809065572
TCGA-49-6761-01A-31D-1945-08,0.9642361355664786,34.07517126211806
TCGA-49-6767-01A-11D-1855-08,0.9512353641357113,72.29208031048593
TCGA-49-AAR0-01A-21D-A397-08,0.8928870115998812,20.39815689069416
TCGA-49-AAR2-01A-11D-A397-08,0.9787770196359573,69.93868926116896
TCGA-49-AAR3-01A-11D-A410-08,0.915494847361103,17.572977253878296
TCGA-49-AAR4-01A-12D-A410-08,0.9843147772862625,86.6248211478153
TCGA-49-AAR9-01A-21D-A410-08,0.9703402236510542,104.58013452911669
TCGA-49-AARE-01A-11D-A410-08,0.9781841032085101,184.0334804556725
TCGA-49-AARN-01A-21D-A410-08,0.988711114392484,119.17008139734735
TCGA-49-AARO-01A-12D-A410-08,0.9814660849078729,101.50975411451363
TCGA-49-AARQ-01A-11D-A410-08,0.9773901513544347,115.91073842172808
TCGA-4B-A93V-01A-11D-A397-08,0.9439068192017184,21.590512478687664
TCGA-50-5044-01A-21D-1855-08,0.978776905775878,37.96683565941954
TCGA-50-5045-01A-01D-1625-08,0.9513233170063028,50.297384229657716
TCGA-50-5049-01A-01D-1625-08,0.9785061498638506,122.73893001313456
TCGA-50-5051-01A-21D-1855-08,0.9212987191734825,18.75096928063025
TCGA-50-5066-01A-01D-1625-08,0.9574118353577391,38.9836697207804
TCGA-50-5066-02A-11D-2107-08,0.9587452194503541,51.55919005905444
TCGA-50-5072-01A-21D-1855-08,0.9165456436528069,25.621045063588575
TCGA-50-5930-01A-11D-1753-08,0.9825913853810743,188.4073002414616
TCGA-50-5931-01A-11D-1753-08,0.9444766664016978,41.47599785659054
TCGA-50-5933-01A-11D-1753-08,0.979272655049073,72.11769220533826
TCGA-50-5936-01A-11D-1625-08,0.9498623938418836,24.23140601935273
TCGA-50-5941-01A-11D-1753-08,0.967020603715975,51.57567460757194
TCGA-50-5946-01A-11D-1753-08,0.972913495269624,105.61987400915496
TCGA-50-5946-02A-11D-2107-08,0.9799073787034523,114.28248066949038
TCGA-50-6590-01A-12D-1855-08,0.9834414786400304,136.9063332131412
TCGA-50-6592-01A-11D-1753-08,0.9481863649901564,40.368889577405334
TCGA-50-6593-01A-11D-1753-08,0.9577473548172071,46.855896053768994
TCGA-50-6594-01A-11D-1753-08,0.9623364182262445,78.0408303053638
TCGA-50-7109-01A-11D-2036-08,0.9422614380128856,37.20524213426973
TCGA-53-7624-01A-11D-2063-08,0.985500031053161,121.65673174451437
TCGA-53-7626-01A-12D-2063-08,0.9729283281946719,56.30109059036665
TCGA-53-7813-01A-11D-2167-08,0.935004633762799,21.908268960988067
TCGA-53-A4EZ-01A-12D-A24P-08,0.9679894334215774,84.28431052128582
TCGA-55-1592-01A-01D-0969-08,0.9628472194880924,68.87128648428119
TCGA-55-1592-01A-01W-0928-08,0.9664614162661369,64.66957064491542
TCGA-55-1594-01A-01D-1040-01,0.9507334865553827,28.452198091957243
TCGA-55-1594-01A-01W-0928-08,0.9482500726455977,27.05692509650104
TCGA-55-1595-01A-01D-0969-08,0.9451517507011375,49.349119337389304
TCGA-55-1596-01A-01D-1040-01,0.9249005311309008,27.26595341895459
